"genre","start_year","average_rating","num_votes","primary_title","tconst","priority","title_type","genres","directors"
"Sci-Fi",1979,8.0,156556,"Stalker","tt0079944",True,"movie","Drama - Sci-Fi","Andrei Tarkovsky"
"Adventure",1979,6.4,12349,"The Frisco Kid","tt0079180",False,"movie","Adventure - Comedy - Drama","Robert Aldrich"
"Comedy",1979,6.4,12349,"The Frisco Kid","tt0079180",False,"movie","Adventure - Comedy - Drama","Robert Aldrich"
"Drama",1979,6.4,12349,"The Frisco Kid","tt0079180",False,"movie","Adventure - Comedy - Drama","Robert Aldrich"
"Action",1979,6.8,244422,"Mad Max","tt0079501",True,"movie","Action - Adventure - Sci-Fi","George Miller"
"Adventure",1979,6.8,244422,"Mad Max","tt0079501",True,"movie","Action - Adventure - Sci-Fi","George Miller"
"Sci-Fi",1979,6.8,244422,"Mad Max","tt0079501",True,"movie","Action - Adventure - Sci-Fi","George Miller"
"Drama",1979,8.0,156556,"Stalker","tt0079944",True,"movie","Drama - Sci-Fi","Andrei Tarkovsky"
"Action",1980,6.5,66091,"Flash Gordon","tt0080745",False,"movie","Action - Adventure - Sci-Fi","Mike Hodges"
"Adventure",1980,6.5,66091,"Flash Gordon","tt0080745",False,"movie","Action - Adventure - Sci-Fi","Mike Hodges"
"Sci-Fi",1980,6.5,66091,"Flash Gordon","tt0080745",False,"movie","Action - Adventure - Sci-Fi","Mike Hodges"
"Biography",1982,8.0,247126,"Gandhi","tt0083987",False,"movie","Biography - Drama - History","Richard Attenborough"
"Drama",1982,8.0,247126,"Gandhi","tt0083987",False,"movie","Biography - Drama - History","Richard Attenborough"
"History",1982,8.0,247126,"Gandhi","tt0083987",False,"movie","Biography - Drama - History","Richard Attenborough"
"Drama",1982,6.9,3208,"Making Love","tt0084293",False,"movie","Drama - Romance","Arthur Hiller"
"Romance",1982,6.9,3208,"Making Love","tt0084293",False,"movie","Drama - Romance","Arthur Hiller"
"Drama",1982,8.0,89680,"Pink Floyd: The Wall","tt0084503",False,"movie","Drama - Fantasy - Music","Alan Parker"
"Fantasy",1982,8.0,89680,"Pink Floyd: The Wall","tt0084503",False,"movie","Drama - Fantasy - Music","Alan Parker"
"Music",1982,8.0,89680,"Pink Floyd: The Wall","tt0084503",False,"movie","Drama - Fantasy - Music","Alan Parker"
"Action",1984,6.3,68598,"Red Dawn","tt0087985",True,"movie","Action - Drama - Thriller","John Milius"
"Drama",1984,6.3,68598,"Red Dawn","tt0087985",True,"movie","Action - Drama - Thriller","John Milius"
"Thriller",1984,6.3,68598,"Red Dawn","tt0087985",True,"movie","Action - Drama - Thriller","John Milius"
"Action",1984,8.1,1001886,"The Terminator","tt0088247",True,"movie","Action - Adventure - Sci-Fi","James Cameron"
"Adventure",1984,8.1,1001886,"The Terminator","tt0088247",True,"movie","Action - Adventure - Sci-Fi","James Cameron"
"Sci-Fi",1984,8.1,1001886,"The Terminator","tt0088247",True,"movie","Action - Adventure - Sci-Fi","James Cameron"
"Romance",1985,7.3,113682,"Witness","tt0090329",False,"movie","Crime - Drama - Romance","Peter Weir"
"Action",1985,8.2,151563,"Ran","tt0089881",False,"movie","Action - Drama - War","Akira Kurosawa"
"Drama",1985,8.2,151563,"Ran","tt0089881",False,"movie","Action - Drama - War","Akira Kurosawa"
"War",1985,8.2,151563,"Ran","tt0089881",False,"movie","Action - Drama - War","Akira Kurosawa"
"Crime",1985,7.3,113682,"Witness","tt0090329",False,"movie","Crime - Drama - Romance","Peter Weir"
"Drama",1985,7.3,113682,"Witness","tt0090329",False,"movie","Crime - Drama - Romance","Peter Weir"
"Drama",1985,8.3,122128,"Come and See","tt0091251",True,"movie","Drama - Thriller - War","Elem Klimov"
"Thriller",1985,8.3,122128,"Come and See","tt0091251",True,"movie","Drama - Thriller - War","Elem Klimov"
"War",1985,8.3,122128,"Come and See","tt0091251",True,"movie","Drama - Thriller - War","Elem Klimov"
"Animation",1986,7.1,58767,"The Great Mouse Detective","tt0091149",False,"movie","Adventure - Animation - Family","Ron Clements - Burny Mattinson - Dave Michener - John Musker"
"Adventure",1986,7.1,58767,"The Great Mouse Detective","tt0091149",False,"movie","Adventure - Animation - Family","Ron Clements - Burny Mattinson - Dave Michener - John Musker"
"Family",1986,7.1,58767,"The Great Mouse Detective","tt0091149",False,"movie","Adventure - Animation - Family","Ron Clements - Burny Mattinson - Dave Michener - John Musker"
"Horror",1986,8.4,839022,"Aliens","tt0090605",False,"movie","Action - Adventure - Horror","James Cameron"
"Adventure",1986,8.4,839022,"Aliens","tt0090605",False,"movie","Action - Adventure - Horror","James Cameron"
"Action",1986,8.4,839022,"Aliens","tt0090605",False,"movie","Action - Adventure - Horror","James Cameron"
"Comedy",1986,7.1,94479,"Little Shop of Horrors","tt0091419",True,"movie","Comedy - Horror - Musical","Frank Oz"
"Horror",1986,7.1,94479,"Little Shop of Horrors","tt0091419",True,"movie","Comedy - Horror - Musical","Frank Oz"
"Musical",1986,7.1,94479,"Little Shop of Horrors","tt0091419",True,"movie","Comedy - Horror - Musical","Frank Oz"
"Action",1986,7.0,549907,"Top Gun","tt0092099",False,"movie","Action - Drama","Tony Scott"
"Drama",1986,7.0,549907,"Top Gun","tt0092099",False,"movie","Action - Drama","Tony Scott"
"Biography",1987,7.3,165096,"Good Morning, Vietnam","tt0093105",False,"movie","Biography - Comedy - Drama","Barry Levinson"
"Comedy",1987,7.3,165096,"Good Morning, Vietnam","tt0093105",False,"movie","Biography - Comedy - Drama","Barry Levinson"
"Drama",1987,7.3,165096,"Good Morning, Vietnam","tt0093105",False,"movie","Biography - Comedy - Drama","Barry Levinson"
"Comedy",1987,6.1,61483,"Three Men and a Baby","tt0094137",False,"movie","Comedy - Drama - Family","Leonard Nimoy"
"Drama",1987,6.1,61483,"Three Men and a Baby","tt0094137",False,"movie","Comedy - Drama - Family","Leonard Nimoy"
"Family",1987,6.1,61483,"Three Men and a Baby","tt0094137",False,"movie","Comedy - Drama - Family","Leonard Nimoy"
"Crime",1988,7.4,85990,"Dirty Rotten Scoundrels","tt0095031",False,"movie","Comedy - Crime","Frank Oz"
"Comedy",1988,7.4,85990,"Dirty Rotten Scoundrels","tt0095031",False,"movie","Comedy - Crime","Frank Oz"
"Crime",1988,6.8,61575,"Frantic","tt0095174",False,"movie","Crime - Drama - Mystery","Roman Polanski"
"Drama",1988,6.8,61575,"Frantic","tt0095174",False,"movie","Crime - Drama - Mystery","Roman Polanski"
"Mystery",1988,6.8,61575,"Frantic","tt0095174",False,"movie","Crime - Drama - Mystery","Roman Polanski"
"Adventure",1988,7.7,233089,"Who Framed Roger Rabbit","tt0096438",False,"movie","Adventure - Animation - Comedy","Robert Zemeckis"
"Animation",1988,7.7,233089,"Who Framed Roger Rabbit","tt0096438",False,"movie","Adventure - Animation - Comedy","Robert Zemeckis"
"Comedy",1988,7.7,233089,"Who Framed Roger Rabbit","tt0096438",False,"movie","Adventure - Animation - Comedy","Robert Zemeckis"
"Adventure",1988,7.1,59851,"The Adventures of Baron Munchausen","tt0096764",False,"movie","Adventure - Comedy - Fantasy","Terry Gilliam"
"Comedy",1988,7.1,59851,"The Adventures of Baron Munchausen","tt0096764",False,"movie","Adventure - Comedy - Fantasy","Terry Gilliam"
"Fantasy",1988,7.1,59851,"The Adventures of Baron Munchausen","tt0096764",False,"movie","Adventure - Comedy - Fantasy","Terry Gilliam"
"Drama",1989,8.1,649088,"Dead Poets Society","tt0097165",False,"movie","Comedy - Drama","Peter Weir"
"Comedy",1989,6.9,34130,"UHF","tt0098546",True,"movie","Comedy - Sci-Fi","Jay Levey"
"Sci-Fi",1989,6.9,34130,"UHF","tt0098546",True,"movie","Comedy - Sci-Fi","Jay Levey"
"Comedy",1989,8.1,649088,"Dead Poets Society","tt0097165",False,"movie","Comedy - Drama","Peter Weir"
"Biography",1989,6.3,2709,"Chattahoochee","tt0099242",False,"movie","Biography - Drama","Mick Jackson"
"Drama",1989,6.3,2709,"Chattahoochee","tt0099242",False,"movie","Biography - Drama","Mick Jackson"
"Action",1990,7.5,380439,"Total Recall","tt0100802",True,"movie","Action - Adventure - Sci-Fi","Paul Verhoeven"
"Action",1990,7.2,81449,"La Femme Nikita","tt0100263",True,"movie","Action - Crime - Drama","Luc Besson"
"Crime",1990,7.2,81449,"La Femme Nikita","tt0100263",True,"movie","Action - Crime - Drama","Luc Besson"
"Drama",1990,7.2,81449,"La Femme Nikita","tt0100263",True,"movie","Action - Crime - Drama","Luc Besson"
"Adventure",1990,7.5,380439,"Total Recall","tt0100802",True,"movie","Action - Adventure - Sci-Fi","Paul Verhoeven"
"Sci-Fi",1990,7.5,380439,"Total Recall","tt0100802",True,"movie","Action - Adventure - Sci-Fi","Paul Verhoeven"
"Adventure",1991,8.6,1280847,"Terminator 2: Judgment Day","tt0103064",False,"movie","Action - Adventure - Sci-Fi","James Cameron"
"Comedy",1991,6.8,67604,"City Slickers","tt0101587",False,"movie","Comedy - Western","Ron Underwood"
"Western",1991,6.8,67604,"City Slickers","tt0101587",False,"movie","Comedy - Western","Ron Underwood"
"Action",1991,8.6,1280847,"Terminator 2: Judgment Day","tt0103064",False,"movie","Action - Adventure - Sci-Fi","James Cameron"
"Sci-Fi",1991,8.6,1280847,"Terminator 2: Judgment Day","tt0103064",False,"movie","Action - Adventure - Sci-Fi","James Cameron"
"Comedy",1992,6.7,150450,"Death Becomes Her","tt0104070",False,"movie","Comedy - Fantasy - Horror","Robert Zemeckis"
"Horror",1992,6.7,150450,"Death Becomes Her","tt0104070",False,"movie","Comedy - Fantasy - Horror","Robert Zemeckis"
"Fantasy",1992,6.7,150450,"Death Becomes Her","tt0104070",False,"movie","Comedy - Fantasy - Horror","Robert Zemeckis"
"Crime",1993,8.1,202327,"In the Name of the Father","tt0107207",False,"movie","Biography - Crime - Drama","Jim Sheridan"
"Adventure",1993,7.0,123312,"Cool Runnings","tt0106611",False,"movie","Adventure - Comedy - Family","Jon Turteltaub"
"Comedy",1993,7.0,123312,"Cool Runnings","tt0106611",False,"movie","Adventure - Comedy - Family","Jon Turteltaub"
"Family",1993,7.0,123312,"Cool Runnings","tt0106611",False,"movie","Adventure - Comedy - Family","Jon Turteltaub"
"Action",1993,7.8,345676,"The Fugitive","tt0106977",True,"movie","Action - Crime - Drama","Andrew Davis"
"Crime",1993,7.8,345676,"The Fugitive","tt0106977",True,"movie","Action - Crime - Drama","Andrew Davis"
"Drama",1993,7.8,345676,"The Fugitive","tt0106977",True,"movie","Action - Crime - Drama","Andrew Davis"
"Comedy",1993,7.0,57450,"Grumpy Old Men","tt0107050",False,"movie","Comedy - Drama - Romance","Donald Petrie"
"Drama",1993,7.0,57450,"Grumpy Old Men","tt0107050",False,"movie","Comedy - Drama - Romance","Donald Petrie"
"Romance",1993,7.0,57450,"Grumpy Old Men","tt0107050",False,"movie","Comedy - Drama - Romance","Donald Petrie"
"Action",1993,6.6,103686,"Hot Shots! Part Deux","tt0107144",False,"movie","Action - Comedy","Jim Abrahams"
"Comedy",1993,6.6,103686,"Hot Shots! Part Deux","tt0107144",False,"movie","Action - Comedy","Jim Abrahams"
"Biography",1993,8.1,202327,"In the Name of the Father","tt0107207",False,"movie","Biography - Crime - Drama","Jim Sheridan"
"Drama",1993,8.1,202327,"In the Name of the Father","tt0107207",False,"movie","Biography - Crime - Drama","Jim Sheridan"
"Biography",1993,9.0,1581799,"Schindler's List","tt0108052",False,"movie","Biography - Drama - History","Steven Spielberg"
"Drama",1993,9.0,1581799,"Schindler's List","tt0108052",False,"movie","Biography - Drama - History","Steven Spielberg"
"History",1993,9.0,1581799,"Schindler's List","tt0108052",False,"movie","Biography - Drama - History","Steven Spielberg"
"Crime",1994,7.5,230474,"The Crow","tt0109506",True,"movie","Action - Crime - Drama","Alex Proyas"
"Action",1994,7.5,230474,"The Crow","tt0109506",True,"movie","Action - Crime - Drama","Alex Proyas"
"Drama",1994,7.5,230474,"The Crow","tt0109506",True,"movie","Action - Crime - Drama","Alex Proyas"
"Adventure",1995,7.7,336436,"Apollo 13","tt0112384",False,"movie","Adventure - Drama - History","Ron Howard"
"Drama",1995,6.2,81642,"Hackers","tt0113243",False,"movie","Crime - Drama - Romance","Iain Softley"
"Romance",1995,6.2,81642,"Hackers","tt0113243",False,"movie","Crime - Drama - Romance","Iain Softley"
"Crime",1995,8.1,225453,"La haine","tt0113247",False,"movie","Crime - Drama","Mathieu Kassovitz"
"Drama",1995,8.1,225453,"La haine","tt0113247",False,"movie","Crime - Drama","Mathieu Kassovitz"
"Crime",1995,8.5,1236066,"The Usual Suspects","tt0114814",False,"movie","Crime - Drama - Mystery","Bryan Singer"
"Drama",1995,8.5,1236066,"The Usual Suspects","tt0114814",False,"movie","Crime - Drama - Mystery","Bryan Singer"
"History",1995,7.7,336436,"Apollo 13","tt0112384",False,"movie","Adventure - Drama - History","Ron Howard"
"Mystery",1995,8.5,1236066,"The Usual Suspects","tt0114814",False,"movie","Crime - Drama - Mystery","Bryan Singer"
"Crime",1995,6.2,81642,"Hackers","tt0113243",False,"movie","Crime - Drama - Romance","Iain Softley"
"Drama",1995,7.7,336436,"Apollo 13","tt0112384",False,"movie","Adventure - Drama - History","Ron Howard"
"Sci-Fi",1996,7.0,645660,"Independence Day","tt0116629",True,"movie","Action - Adventure - Sci-Fi","Roland Emmerich"
"Action",1996,7.0,645660,"Independence Day","tt0116629",True,"movie","Action - Adventure - Sci-Fi","Roland Emmerich"
"Adventure",1996,7.0,645660,"Independence Day","tt0116629",True,"movie","Action - Adventure - Sci-Fi","Roland Emmerich"
"Adventure",1997,7.2,146646,"Anastasia","tt0118617",False,"movie","Adventure - Animation - Drama","Don Bluth - Gary Goldman"
"Animation",1997,7.2,146646,"Anastasia","tt0118617",False,"movie","Adventure - Animation - Drama","Don Bluth - Gary Goldman"
"Drama",1997,7.2,146646,"Anastasia","tt0118617",False,"movie","Adventure - Animation - Drama","Don Bluth - Gary Goldman"
"Action",1997,7.6,543350,"The Fifth Element","tt0119116",True,"movie","Action - Adventure - Sci-Fi","Luc Besson"
"Adventure",1997,7.6,543350,"The Fifth Element","tt0119116",True,"movie","Action - Adventure - Sci-Fi","Luc Besson"
"Sci-Fi",1997,7.6,543350,"The Fifth Element","tt0119116",True,"movie","Action - Adventure - Sci-Fi","Luc Besson"
"Comedy",1997,5.8,36088,"Good Burger","tt0119215",False,"movie","Comedy - Family","Brian Robbins"
"Family",1997,5.8,36088,"Good Burger","tt0119215",False,"movie","Comedy - Family","Brian Robbins"
"Drama",1998,8.5,1270706,"American History X","tt0120586",False,"movie","Crime - Drama","Tony Kaye"
"Comedy",1998,8.1,649315,"Lock, Stock and Two Smoking Barrels","tt0120735",False,"movie","Comedy - Crime","Guy Ritchie"
"Fantasy",1998,7.5,225814,"Dark City","tt0118929",True,"movie","Fantasy - Mystery - Sci-Fi","Alex Proyas"
"Mystery",1998,7.5,225814,"Dark City","tt0118929",True,"movie","Fantasy - Mystery - Sci-Fi","Alex Proyas"
"Sci-Fi",1998,7.5,225814,"Dark City","tt0118929",True,"movie","Fantasy - Mystery - Sci-Fi","Alex Proyas"
"Crime",1998,8.1,649315,"Lock, Stock and Two Smoking Barrels","tt0120735",False,"movie","Comedy - Crime","Guy Ritchie"
"Crime",1998,8.5,1270706,"American History X","tt0120586",False,"movie","Crime - Drama","Tony Kaye"
"Thriller",1999,8.2,1141549,"The Sixth Sense","tt0167404",False,"movie","Drama - Mystery - Thriller","M. Night Shyamalan"
"Crime",1999,7.5,103775,"Ghost Dog: The Way of the Samurai","tt0165798",False,"movie","Crime - Drama","Jim Jarmusch"
"Drama",1999,7.5,103775,"Ghost Dog: The Way of the Samurai","tt0165798",False,"movie","Crime - Drama","Jim Jarmusch"
"Drama",1999,8.2,1141549,"The Sixth Sense","tt0167404",False,"movie","Drama - Mystery - Thriller","M. Night Shyamalan"
"Action",1999,4.9,173293,"Wild Wild West","tt0120891",True,"movie","Action - Comedy - Sci-Fi","Barry Sonnenfeld"
"Comedy",1999,4.9,173293,"Wild Wild West","tt0120891",True,"movie","Action - Comedy - Sci-Fi","Barry Sonnenfeld"
"Sci-Fi",1999,4.9,173293,"Wild Wild West","tt0120891",True,"movie","Action - Comedy - Sci-Fi","Barry Sonnenfeld"
"Mystery",1999,8.2,1141549,"The Sixth Sense","tt0167404",False,"movie","Drama - Mystery - Thriller","M. Night Shyamalan"
"Action",2000,6.5,188100,"The Perfect Storm","tt0177971",False,"movie","Action - Adventure - Drama","Wolfgang Petersen"
"Adventure",2000,7.4,248221,"The Emperor's New Groove","tt0120917",True,"movie","Adventure - Animation - Comedy","Mark Dindal"
"Animation",2000,7.4,248221,"The Emperor's New Groove","tt0120917",True,"movie","Adventure - Animation - Comedy","Mark Dindal"
"Comedy",2000,7.4,248221,"The Emperor's New Groove","tt0120917",True,"movie","Adventure - Animation - Comedy","Mark Dindal"
"Action",2000,8.5,1843565,"Gladiator","tt0172495",False,"movie","Action - Adventure - Drama","Ridley Scott"
"Adventure",2000,8.5,1843565,"Gladiator","tt0172495",False,"movie","Action - Adventure - Drama","Ridley Scott"
"Drama",2000,8.5,1843565,"Gladiator","tt0172495",False,"movie","Action - Adventure - Drama","Ridley Scott"
"Adventure",2000,6.5,188100,"The Perfect Storm","tt0177971",False,"movie","Action - Adventure - Drama","Wolfgang Petersen"
"Drama",2000,6.5,188100,"The Perfect Storm","tt0177971",False,"movie","Action - Adventure - Drama","Wolfgang Petersen"
"Drama",2000,8.3,971205,"Requiem for a Dream","tt0180093",False,"movie","Drama","Darren Aronofsky"
"Action",2000,6.5,91075,"Space Cowboys","tt0186566",True,"movie","Action - Adventure - Thriller","Clint Eastwood"
"Adventure",2000,6.5,91075,"Space Cowboys","tt0186566",True,"movie","Action - Adventure - Thriller","Clint Eastwood"
"Thriller",2000,6.5,91075,"Space Cowboys","tt0186566",True,"movie","Action - Adventure - Thriller","Clint Eastwood"
"Drama",2000,7.4,124428,"Malena","tt0213847",False,"movie","Drama - Romance - War","Giuseppe Tornatore"
"Romance",2000,7.4,124428,"Malena","tt0213847",False,"movie","Drama - Romance - War","Giuseppe Tornatore"
"War",2000,7.4,124428,"Malena","tt0213847",False,"movie","Drama - Romance - War","Giuseppe Tornatore"
"Drama",2000,8.0,272192,"Amores Perros","tt0245712",False,"movie","Drama - Thriller","Alejandro G. Iñárritu"
"Thriller",2000,8.0,272192,"Amores Perros","tt0245712",False,"movie","Drama - Thriller","Alejandro G. Iñárritu"
"Biography",2000,7.1,27258,"Before Night Falls","tt0247196",False,"movie","Biography - Drama - Romance","Julian Schnabel"
"Drama",2000,7.1,27258,"Before Night Falls","tt0247196",False,"movie","Biography - Drama - Romance","Julian Schnabel"
"Romance",2000,7.1,27258,"Before Night Falls","tt0247196",False,"movie","Biography - Drama - Romance","Julian Schnabel"
"Action",2000,7.5,206850,"Battle Royale","tt0266308",True,"movie","Action - Drama - Thriller","Kinji Fukasaku"
"Drama",2000,7.5,206850,"Battle Royale","tt0266308",True,"movie","Action - Drama - Thriller","Kinji Fukasaku"
"Thriller",2000,7.5,206850,"Battle Royale","tt0266308",True,"movie","Action - Drama - Thriller","Kinji Fukasaku"
"Thriller",2001,7.9,427132,"Mulholland Drive","tt0166924",True,"movie","Drama - Mystery - Thriller","David Lynch"
"Biography",2001,8.2,1051546,"A Beautiful Mind","tt0268978",False,"movie","Biography - Drama - Mystery","Ron Howard"
"Drama",2001,8.2,1051546,"A Beautiful Mind","tt0268978",False,"movie","Biography - Drama - Mystery","Ron Howard"
"Thriller",2001,6.8,313218,"Hannibal","tt0212985",False,"movie","Crime - Drama - Thriller","Ridley Scott"
"Comedy",2001,8.3,838547,"Amélie","tt0211915",True,"movie","Comedy - Romance","Jean-Pierre Jeunet"
"Romance",2001,8.3,838547,"Amélie","tt0211915",True,"movie","Comedy - Romance","Jean-Pierre Jeunet"
"Crime",2001,6.8,313218,"Hannibal","tt0212985",False,"movie","Crime - Drama - Thriller","Ridley Scott"
"Drama",2001,6.8,313218,"Hannibal","tt0212985",False,"movie","Crime - Drama - Thriller","Ridley Scott"
"Mystery",2001,7.9,427132,"Mulholland Drive","tt0166924",True,"movie","Drama - Mystery - Thriller","David Lynch"
"Mystery",2001,8.2,1051546,"A Beautiful Mind","tt0268978",False,"movie","Biography - Drama - Mystery","Ron Howard"
"Drama",2001,7.9,427132,"Mulholland Drive","tt0166924",True,"movie","Drama - Mystery - Thriller","David Lynch"
"Action",2002,7.6,620169,"Minority Report","tt0181689",False,"movie","Action - Crime - Mystery","Steven Spielberg"
"Crime",2002,7.6,620169,"Minority Report","tt0181689",False,"movie","Action - Crime - Mystery","Steven Spielberg"
"Mystery",2002,7.6,620169,"Minority Report","tt0181689",False,"movie","Action - Crime - Mystery","Steven Spielberg"
"Adventure",2002,7.2,147700,"Treasure Planet","tt0133240",False,"movie","Action - Adventure - Animation","Ron Clements - John Musker"
"Action",2002,7.2,147700,"Treasure Planet","tt0133240",False,"movie","Action - Adventure - Animation","Ron Clements - John Musker"
"Animation",2002,7.2,147700,"Treasure Planet","tt0133240",False,"movie","Action - Adventure - Animation","Ron Clements - John Musker"
"Adventure",2003,7.7,59387,"The Triplets of Belleville","tt0286244",False,"movie","Adventure - Animation - Comedy","Sylvain Chomet"
"Comedy",2003,7.7,59387,"The Triplets of Belleville","tt0286244",False,"movie","Adventure - Animation - Comedy","Sylvain Chomet"
"Action",2003,7.8,503830,"The Last Samurai","tt0325710",False,"movie","Action - Drama","Edward Zwick"
"Sci-Fi",2003,7.3,90955,"The Animatrix","tt0328832",False,"video","Action - Animation - Sci-Fi","Yoshiaki Kawajiri - Peter Chung - Mahiro Maeda - Kôji Morimoto - Shin'ichirô Watanabe - Andrew R. Jones - Takeshi Koike"
"Animation",2003,7.3,90955,"The Animatrix","tt0328832",False,"video","Action - Animation - Sci-Fi","Yoshiaki Kawajiri - Peter Chung - Mahiro Maeda - Kôji Morimoto - Shin'ichirô Watanabe - Andrew R. Jones - Takeshi Koike"
"Action",2003,7.3,90955,"The Animatrix","tt0328832",False,"video","Action - Animation - Sci-Fi","Yoshiaki Kawajiri - Peter Chung - Mahiro Maeda - Kôji Morimoto - Shin'ichirô Watanabe - Andrew R. Jones - Takeshi Koike"
"Drama",2003,7.8,503830,"The Last Samurai","tt0325710",False,"movie","Action - Drama","Edward Zwick"
"Animation",2003,7.7,59387,"The Triplets of Belleville","tt0286244",False,"movie","Adventure - Animation - Comedy","Sylvain Chomet"
"Biography",2004,8.1,391480,"Hotel Rwanda","tt0395169",False,"movie","Biography - Drama - History","Terry George"
"Comedy",2004,7.4,534282,"The Terminal","tt0362227",False,"movie","Comedy - Drama - Romance","Steven Spielberg"
"Drama",2004,7.4,534282,"The Terminal","tt0362227",False,"movie","Comedy - Drama - Romance","Steven Spielberg"
"Romance",2004,7.4,534282,"The Terminal","tt0362227",False,"movie","Comedy - Drama - Romance","Steven Spielberg"
"Biography",2004,8.2,399710,"Downfall","tt0363163",False,"movie","Biography - Drama - History","Oliver Hirschbiegel"
"Drama",2004,8.2,399710,"Downfall","tt0363163",False,"movie","Biography - Drama - History","Oliver Hirschbiegel"
"History",2004,8.2,399710,"Downfall","tt0363163",False,"movie","Biography - Drama - History","Oliver Hirschbiegel"
"Drama",2004,8.1,391480,"Hotel Rwanda","tt0395169",False,"movie","Biography - Drama - History","Terry George"
"History",2004,8.1,391480,"Hotel Rwanda","tt0395169",False,"movie","Biography - Drama - History","Terry George"
"Family",2005,8.2,100569,"My Father and My Son","tt0476735",False,"movie","Drama - Family","Çagan Irmak"
"Comedy",2005,6.7,112609,"Waiting...","tt0348333",True,"movie","Comedy","Rob McKittrick"
"Action",2005,7.0,406770,"Constantine","tt0360486",True,"movie","Action - Fantasy - Horror","Francis Lawrence"
"Horror",2005,7.0,406770,"Constantine","tt0360486",True,"movie","Action - Fantasy - Horror","Francis Lawrence"
"Drama",2005,7.7,416134,"Brokeback Mountain","tt0388795",False,"movie","Drama - Romance","Ang Lee"
"Romance",2005,7.7,416134,"Brokeback Mountain","tt0388795",False,"movie","Drama - Romance","Ang Lee"
"Fantasy",2005,7.0,406770,"Constantine","tt0360486",True,"movie","Action - Fantasy - Horror","Francis Lawrence"
"Comedy",2005,7.8,35159,"C.R.A.Z.Y.","tt0401085",False,"movie","Comedy - Drama","Jean-Marc Vallée"
"Drama",2005,7.8,35159,"C.R.A.Z.Y.","tt0401085",False,"movie","Comedy - Drama","Jean-Marc Vallée"
"Drama",2005,8.2,100569,"My Father and My Son","tt0476735",False,"movie","Drama - Family","Çagan Irmak"
"Action",2005,6.3,108485,"Revolver","tt0365686",False,"movie","Action - Crime - Drama","Guy Ritchie"
"Crime",2005,6.3,108485,"Revolver","tt0365686",False,"movie","Action - Crime - Drama","Guy Ritchie"
"Drama",2005,6.3,108485,"Revolver","tt0365686",False,"movie","Action - Crime - Drama","Guy Ritchie"
"Thriller",2006,8.4,442456,"The Lives of Others","tt0405094",False,"movie","Drama - Mystery - Thriller","Florian Henckel von Donnersmarck"
"Fantasy",2006,8.2,745549,"Pan's Labyrinth","tt0457430",False,"movie","Drama - Fantasy - War","Guillermo del Toro"
"War",2006,8.2,745549,"Pan's Labyrinth","tt0457430",False,"movie","Drama - Fantasy - War","Guillermo del Toro"
"Drama",2006,8.4,442456,"The Lives of Others","tt0405094",False,"movie","Drama - Mystery - Thriller","Florian Henckel von Donnersmarck"
"Mystery",2006,8.4,442456,"The Lives of Others","tt0405094",False,"movie","Drama - Mystery - Thriller","Florian Henckel von Donnersmarck"
"Drama",2006,8.2,745549,"Pan's Labyrinth","tt0457430",False,"movie","Drama - Fantasy - War","Guillermo del Toro"
"Crime",2007,8.2,1185404,"No Country for Old Men","tt0477348",False,"movie","Crime - Drama - Thriller","Ethan Coen - Joel Coen"
"Thriller",2007,8.2,1185404,"No Country for Old Men","tt0477348",False,"movie","Crime - Drama - Thriller","Ethan Coen - Joel Coen"
"Drama",2007,8.2,1185404,"No Country for Old Men","tt0477348",False,"movie","Crime - Drama - Thriller","Ethan Coen - Joel Coen"
"Drama",2008,7.1,160982,"Defiance","tt1034303",True,"movie","Action - Drama - History","Edward Zwick"
"Action",2008,7.1,160982,"Defiance","tt1034303",True,"movie","Action - Drama - History","Edward Zwick"
"Biography",2008,8.0,243154,"Ip Man","tt1220719",False,"movie","Action - Biography - Drama","Wilson Yip"
"Action",2008,8.0,243154,"Ip Man","tt1220719",False,"movie","Action - Biography - Drama","Wilson Yip"
"Comedy",2008,7.9,492603,"In Bruges","tt0780536",False,"movie","Comedy - Crime - Drama","Martin McDonagh"
"Crime",2008,7.9,492603,"In Bruges","tt0780536",False,"movie","Comedy - Crime - Drama","Martin McDonagh"
"Drama",2008,7.9,492603,"In Bruges","tt0780536",False,"movie","Comedy - Crime - Drama","Martin McDonagh"
"Drama",2008,8.0,243154,"Ip Man","tt1220719",False,"movie","Action - Biography - Drama","Wilson Yip"
"Documentary",2008,8.0,62584,"Waltz with Bashir","tt1185616",False,"movie","Animation - Biography - Documentary","Ari Folman"
"Animation",2008,8.0,62584,"Waltz with Bashir","tt1185616",False,"movie","Animation - Biography - Documentary","Ari Folman"
"Thriller",2008,7.6,121536,"The Wave","tt1063669",False,"movie","Drama - Thriller","Dennis Gansel"
"Drama",2008,7.6,121536,"The Wave","tt1063669",False,"movie","Drama - Thriller","Dennis Gansel"
"Biography",2008,8.0,62584,"Waltz with Bashir","tt1185616",False,"movie","Animation - Biography - Documentary","Ari Folman"
"History",2008,7.1,160982,"Defiance","tt1034303",True,"movie","Action - Drama - History","Edward Zwick"
"Comedy",2009,8.4,480655,"3 Idiots","tt1187043",False,"movie","Comedy - Drama","Rajkumar Hirani"
"Drama",2009,8.4,480655,"3 Idiots","tt1187043",False,"movie","Comedy - Drama","Rajkumar Hirani"
